"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","Id"
"n",0.203951842,48,0,0.169800333,12019,8,0,1,0,1,47603
"y",0.968555252,56,0,0.455966839,13750,17,0,1,0,6,47604
"n",0.047512272,82,0,41,5400,5,0,0,0,0,47605
"n",0.015232826,49,0,0.294947331,5600,4,0,1,0,0,47606
"n",0.035575555,75,0,0.009814613,2750,12,0,0,0,0,47607
"n",0.446020342,51,0,0.416400426,8450,15,0,3,0,2,47608
"n",0.127335266,42,0,0.478738851,4820,10,0,1,0,1,47609
"n",0.0916005,39,0,0.051199657,4667,12,0,0,0,2,47610
"y",0.9999999,39,3,0.20783848,1683,2,2,0,0,3,47611
"n",0.13246921,53,0,1734,5400,7,0,1,0,0,47612
"n",0.001989617,46,0,0.09086899,6800,10,0,0,0,1,47613
"n",0.050840321,86,0,0.012383049,3633,5,0,0,0,0,47614
"n",0.066300832,63,0,1410,5400,9,0,1,0,0,47615
"n",0.732850862,50,0,0.681589867,4578,7,0,2,0,3,47616
"n",0.111534851,48,0,0.15258216,4685,10,0,0,0,0,47617
"n",0.008133842,65,0,1926,5400,15,0,2,0,0,47618
"n",0.225954267,62,0,0.203450844,8055,5,0,1,0,0,47619
"n",0.135039316,41,0,0.033693489,7033,3,0,0,0,1,47620
"n",0.871620516,42,0,0.808467427,6400,7,0,2,0,2,47621
"n",0.153885264,35,0,0.531198582,7900,6,0,2,0,0,47622
"n",0.003785444,63,0,15,5400,8,0,0,0,0,47623
"n",0.826694176,28,0,0.119907763,1300,3,0,0,0,0,47624
"y",0.9999999,48,0,99,5400,1,0,0,0,0,47625
"n",0,46,1,0.360555744,2950,8,0,2,0,2,47626
"n",0.229865719,48,1,0.272555681,18542,15,0,1,0,2,47627
"n",0.442023471,49,1,0.397830975,7560,14,0,1,0,3,47628
"n",0,29,0,0,1600,2,0,0,0,0,47629
"n",0.733339105,52,0,0.264944052,27167,8,0,2,0,2,47630
"n",0.972980161,56,0,0.760381421,3250,7,0,2,0,2,47631
"n",0.994011976,29,1,0.117265886,4783,7,0,0,0,0,47632
"n",0.199434558,79,0,0.32895888,8000,15,0,2,0,0,47633
"n",0.536142063,29,0,0.24764353,3500,5,0,0,0,0,47634
"n",0,39,0,0.100341015,9676,2,0,1,0,1,47635
"n",0.07987631,33,0,0.579929988,2570,9,0,1,0,0,47636
"n",0.129224944,58,1,0.704565896,18900,11,0,5,0,1,47637
"n",0.40317193,39,0,0.588928647,4750,10,0,2,0,2,47638
"n",0.023865076,28,0,72,5400,7,0,0,0,0,47639
"n",0.380796307,61,0,0.494715795,3500,7,0,1,0,1,47640
"n",0.413834466,32,0,791,5400,5,0,0,0,0,47641
"n",0.0024724,50,0,926,5400,7,0,0,0,0,47642
"n",0.702821648,63,0,0.494202319,2500,9,0,1,0,0,47643
"n",0.107811868,30,0,0.541952257,8461,5,0,1,0,1,47644
"n",0.660968039,49,0,0.73470204,7500,21,0,2,0,1,47645
"n",0.03512088,39,0,0.00679864,5000,3,0,0,0,0,47646
"n",0.600279944,43,0,0.302997076,2735,3,0,1,0,2,47647
"n",0.741178823,64,1,0.58794264,3416,6,0,2,0,0,47648
"n",0.9999999,21,0,0,820,1,0,0,0,0,47649
"n",0.68677802,36,0,0.437214032,5900,11,0,0,0,1,47650
"n",0.028498127,64,0,0.187293285,13000,12,0,1,0,1,47651
"n",0.254611222,64,0,532,5400,7,0,0,0,2,47652
"n",0.086251332,50,0,0.415174451,5416,4,0,1,0,0,47653
"y",0,57,0,0.431113777,5000,13,0,2,0,0,47654
"n",0.558077942,40,0,0.779352553,6208,11,0,2,2,3,47655
"n",0.029419293,57,0,50,5400,4,0,0,0,0,47656
"n",0.046221081,64,0,0.272772723,10000,11,0,2,0,0,47657
"n",0.233306464,52,1,0.334373607,15700,11,0,1,0,1,47658
"n",0.459319646,46,1,1656,1,17,0,2,0,0,47659
"n",0.202259381,44,0,0.376084073,9800,8,0,2,0,3,47660
"n",0.015551185,51,0,1215,5400,7,0,1,0,0,47661
"n",0.946792313,43,1,0.317348498,11781,5,0,2,0,3,47662
"y",0.779026217,36,1,2.979502196,1365,7,1,0,2,1,47663
"n",0.371856891,56,0,2270,5400,11,0,2,0,0,47664
"n",0,68,0,1483,5400,6,0,1,0,1,47665
"n",0.009548182,60,0,23,5400,9,0,0,0,0,47666
"y",0.493050695,42,3,2059,5400,9,0,1,1,2,47667
"y",0.999890182,41,0,0.075760942,4500,4,0,0,0,0,47668
"n",0.13038727,55,0,0.287330941,7245,11,0,2,0,0,47669
"n",0.003599856,78,0,322,5400,7,0,1,0,0,47670
"n",0.553714574,48,0,0.297942207,4567,5,0,0,0,0,47671
"n",0.972562195,39,1,0.638067472,2400,6,0,1,0,1,47672
"n",0.254267185,58,0,0.522526602,4416,15,0,1,0,0,47673
"y",0.729272561,45,5,0.376989156,7100,7,0,1,0,1,47674
"n",0.156478603,49,0,0.110491358,27250,9,0,1,0,1,47675
"n",0.022746003,62,0,0.004204625,2853,3,0,0,0,1,47676
"n",0.319206686,36,1,0.589082184,5000,15,0,1,0,0,47677
"n",1.990033223,54,0,0.361170592,1400,2,0,0,1,0,47678
"n",0.145743776,60,0,0.232138206,11518,7,0,1,0,1,47679
"n",0.016885232,44,0,0.374544853,6041,8,0,2,0,0,47680
"n",0.746987952,39,0,0.510301453,4610,7,0,1,0,1,47681
"n",0.3747389,37,0,1103,5400,9,0,0,0,2,47682
"n",0.004391595,67,0,0.529161266,5400,9,0,1,0,0,47683
"n",0.004789715,46,0,0.580139953,3000,6,0,1,0,0,47684
"n",0.116883694,61,0,0.377406932,4673,7,0,1,0,2,47685
"n",0.014781762,62,0,0.129298854,3750,12,0,1,0,0,47686
"n",0.28098695,44,0,0.106528636,5988,9,0,0,1,1,47687
"n",0.156964345,39,0,0.129225247,6685,5,0,0,0,2,47688
"n",0.101827129,69,0,58,5400,3,0,0,0,0,47689
"n",0.019865807,57,0,0.490733877,1348,6,0,0,0,0,47690
"n",0.123973114,63,0,0.057232458,5101,9,0,0,0,0,47691
"n",0.9999999,36,0,1318,5400,2,0,1,0,0,47692
"n",0.076087451,76,0,0.025660814,5182,5,0,0,0,0,47693
"n",0,48,0,0.087719298,2450,2,0,0,0,0,47694
"n",0.657182822,48,0,1885,5400,15,0,2,0,3,47695
"y",0.367848017,63,0,0.147442535,4828,5,1,0,0,1,47696
"n",0.078592141,48,0,0.209940017,3500,3,0,0,0,2,47697
"n",0.471520054,36,1,470,5400,6,0,0,0,0,47698
"n",0.1188402,31,0,310,5400,8,0,0,0,0,47699
"n",0.586281281,56,0,0.41332157,6800,19,0,1,0,0,47700
"n",0.061176865,38,0,0.127687231,10000,13,0,0,0,0,47701
"n",0.771681888,39,1,0.231109841,7000,5,0,1,0,2,47702
"n",0.9999999,38,1,0.453291052,11667,10,0,3,0,3,47703
"n",0.024144577,65,0,3125,5400,11,0,2,0,0,47704
"n",0.042276273,86,0,82,0,5,0,0,0,1,47705
"n",0.38521765,61,0,0.359300146,4800,10,0,0,0,3,47706
"n",0.009077403,66,0,0.2292,7499,7,0,1,0,1,47707
"n",0.718065096,54,0,0.736313184,6666,10,0,2,0,2,47708
"n",0,48,0,0,13000,4,0,0,0,2,47709
"n",0.87111762,46,0,0.378593342,8800,5,0,1,0,1,47710
"n",0.086937441,69,0,248,5400,8,0,0,0,0,47711
"n",0.025184459,55,0,2480,5400,10,0,2,0,0,47712
"n",0.9999999,43,0,0.192859233,3416,3,0,0,0,2,47713
"n",0.095424677,44,0,0.02561288,2732,4,0,0,0,0,47714
"n",0.013400572,67,3,0.514998421,6333,22,0,3,0,0,47715
"n",0.797085556,57,0,0.273277451,28750,22,0,4,0,0,47716
"n",0.835544297,34,1,951,5400,5,0,0,0,2,47717
"n",0,40,0,0.113082877,5296,5,0,0,0,0,47718
"n",0.228886329,53,0,0.292398796,10300,13,0,1,0,2,47719
"n",0.902853627,37,0,0.388652837,4000,6,0,0,0,0,47720
"n",0.519255346,59,0,2967,5400,14,0,1,0,0,47721
"n",0.02993339,56,0,0.14819259,6666,11,0,1,0,0,47722
"n",0.03704797,53,0,0.267321523,5700,10,0,1,0,0,47723
"n",0.309391643,55,0,0.203551913,8783,14,0,1,0,0,47724
"n",0.099609296,62,0,2416,5400,16,0,2,0,1,47725
"n",0.715605172,37,0,0.220259913,3000,3,0,0,0,4,47726
"n",0.502588469,34,0,0.248226538,17197,6,0,2,0,1,47727
"n",0.650800164,64,0,0.284923928,7229,11,0,2,0,1,47728
"n",0.063917443,87,0,47,5400,3,0,0,0,0,47729
"n",0,44,0,0.699520457,9800,9,0,2,0,3,47730
"n",0.089953019,29,0,0.185827698,3400,9,0,0,0,0,47731
"n",0.421483246,65,2,0.35603822,66666,11,0,4,0,1,47732
"n",0.491298222,46,0,0.511277583,12280,10,0,2,0,3,47733
"n",0.002716618,48,0,2081,5400,5,0,1,0,0,47734
"n",0.026435529,78,0,2295,5400,8,0,1,0,0,47735
"n",0.9645153,45,2,0.446929203,9166,9,0,2,0,1,47736
"n",0.005360334,60,1,0.000677851,5900,4,0,0,0,0,47737
"n",0.004221909,90,0,1,5400,7,0,0,0,0,47738
"y",0.323335461,51,2,0.415152554,2916,6,1,1,0,1,47739
"n",0.742938667,51,0,0.517530251,3222,8,0,1,0,3,47740
"n",0,50,0,0.211643151,9000,5,0,2,0,3,47741
"y",0.9999999,40,1,390,5400,1,0,0,0,0,47742
"n",0.649930383,39,0,0.446827659,6666,11,0,2,0,0,47743
"y",0.930855316,39,1,0.892384593,3400,9,0,2,0,2,47744
"n",0.024323346,55,0,0.314662684,4016,7,0,2,0,0,47745
"n",0.340448704,62,0,0.70101899,4317,11,0,2,0,4,47746
"n",0.431930751,58,0,0.203768151,8332,14,0,0,0,0,47747
"y",0.930232558,45,0,0.029328445,6000,2,1,0,0,2,47748
"n",0.010608234,70,0,1.397163121,845,5,0,1,0,0,47749
"n",0.088654374,39,0,0.471717969,3800,10,0,1,0,2,47750
"n",0.175747525,81,0,108,5400,3,0,0,0,0,47751
"n",0.172641368,49,0,0.101986402,7500,3,0,0,0,2,47752
"n",0.028732104,46,0,0.971365095,4050,13,0,3,0,0,47753
"n",0.243086243,51,0,0.393114936,1800,11,0,0,0,1,47754
"n",0.464348896,92,0,0.312315852,3393,2,0,1,0,0,47755
"n",0.086545673,54,0,0.316799054,11833,3,0,1,0,0,47756
"n",0.9999999,52,0,0,5049,1,0,0,0,2,47757
"n",0.048213748,48,0,0.247852333,17227,13,0,1,0,4,47758
"n",0.171727609,42,0,0.422524565,7937,5,0,1,0,4,47759
"n",0.988512059,62,0,0.648634624,15416,18,0,3,0,0,47760
"n",0.018675921,52,0,0.203190743,5703,8,0,1,0,2,47761
"n",0.022698455,76,0,1415,5400,6,0,2,0,0,47762
"n",0.9999999,56,0,0.555171088,2600,4,0,1,0,0,47763
"n",0.055821506,43,1,0.285807789,9166,5,0,1,0,2,47764
"n",0.045546948,55,0,1472,5400,11,0,1,0,0,47765
"n",0,58,0,2.776223776,1000,14,0,1,0,0,47766
"n",0.547920018,25,0,1.06090134,820,8,0,0,0,0,47767
"n",0.589173656,56,0,0.344251662,6166,10,0,2,0,0,47768
"n",0,67,0,0,0,2,0,0,0,0,47769
"n",0,50,0,3208,5400,7,0,1,0,1,47770
"n",0.031652756,45,0,0.755002327,4297,7,0,2,0,1,47771
"y",0.176823177,28,0,0.007607042,4600,4,2,0,0,0,47772
"n",0.378097452,54,0,0.574763194,2955,8,0,0,0,1,47773
"n",0.020332717,68,0,0.003893323,5136,4,0,0,0,0,47774
"n",0.334724242,72,0,1.159970376,5400,12,0,2,0,1,47775
"n",0.012562096,49,0,0.28623353,2200,20,0,2,0,2,47776
"n",0.669391462,23,0,22,5400,2,0,0,0,0,47777
"n",1.02364704,33,0,0.666567916,6750,10,0,2,0,0,47778
"n",0.159766864,54,0,0.311735061,8333,7,0,1,0,0,47779
"n",0.600377003,48,0,0.734717416,2600,5,0,1,0,3,47780
"n",0.524306598,58,0,1022,5400,26,0,0,0,0,47781
"n",0.897435897,39,1,0.191259195,2310,3,0,0,0,0,47782
"n",0.556789187,39,1,0.501451145,3100,5,0,1,0,2,47783
"n",0.148253594,41,0,0.181321245,15000,5,0,2,0,2,47784
"n",0.186159183,43,0,0.047658724,6000,10,0,0,0,0,47785
"n",0.010436174,60,0,0.350434423,4833,10,0,1,0,0,47786
"n",0.240059661,41,0,0.175294208,13000,20,0,2,0,0,47787
"n",0.252719481,39,1,0.732880293,3825,9,0,2,0,1,47788
"n",0.122504684,40,0,2885,5400,15,0,2,0,3,47789
"n",0.07005361,61,0,0.125059927,14600,6,0,1,0,3,47790
"n",0.784215784,29,0,796,0,7,0,0,0,0,47791
"n",0.054713458,63,0,2957,5400,8,0,2,0,0,47792
"y",0.9999999,75,0,0.165648261,9000,4,0,2,0,1,47793
"n",0.213342651,38,0,0.271771936,27500,14,0,2,0,2,47794
"n",0.017420794,67,0,0.237242128,5525,22,0,1,0,0,47795
"n",1629,39,1,3880,5400,9,0,3,0,1,47796
"n",0.010409201,52,0,0.461975835,1406,4,0,0,0,2,47797
"n",0.004477278,56,0,716,5400,5,0,1,0,0,47798
"n",0,72,1,0.158615137,2483,9,0,0,0,1,47799
"n",0.29592083,83,0,0.087702226,8220,4,0,0,0,0,47800
"n",0.005261377,51,0,0.165772024,9500,14,0,1,0,1,47801
"n",0.074510028,56,0,0.149889533,14483,4,0,1,0,2,47802
"n",0.001907611,60,0,0.139731051,8179,14,0,1,0,0,47803
"n",0.005159794,81,0,3,5400,3,0,0,0,0,47804
"n",0.289530067,24,0,0.042559269,3500,2,0,0,0,0,47805
"n",0.074706218,32,0,0.210522268,13000,10,0,2,0,1,47806
"n",0.038734456,73,0,0.159968634,5100,8,0,2,0,1,47807
"n",0.356427777,69,0,0.063197472,25000,10,1,1,0,0,47808
"n",0.9999999,23,98,0,2800,0,98,0,98,0,47809
"n",0.031271306,72,0,0.076340694,1584,11,0,0,0,0,47810
"n",0,45,0,2351,5400,10,0,2,0,2,47811
"y",0.25354929,46,0,4171,5400,6,0,4,0,0,47812
"n",0.341002653,69,0,0.355211797,6916,17,0,0,0,2,47813
"n",0.681847504,51,1,0.614094941,10258,6,0,2,0,1,47814
"n",0,80,0,0,3630,2,0,0,0,0,47815
"n",0.339925536,35,0,0.456708658,5000,13,0,1,0,0,47816
"n",0.026230934,78,0,20,5400,6,0,0,0,0,47817
"n",0.071195232,68,0,0.132240437,6404,10,0,1,0,0,47818
"n",0.599253433,54,0,0.285645122,4130,6,0,3,0,2,47819
"n",0.026538121,66,0,853,5400,10,0,0,0,1,47820
"n",0.062051725,72,0,0.01219756,5000,4,0,0,0,0,47821
"n",0.9999999,28,1,717,5400,4,0,0,0,0,47822
"n",0.343710162,46,1,0.465255791,6000,15,0,1,0,2,47823
"n",0.0489951,47,0,0.403814317,15100,7,0,4,0,5,47824
"n",0.9999999,72,0,0.007490637,800,1,0,0,0,0,47825
"n",0.445468062,44,0,2287,5400,9,0,1,0,1,47826
"n",0.544622942,39,0,15.25827815,150,15,0,2,0,0,47827
"n",0.035200092,75,0,54,5400,8,0,0,0,1,47828
"n",0.036939162,61,1,0.123033036,10866,10,0,1,0,0,47829
"y",0.428823256,32,0,0.530734633,2000,10,0,0,0,0,47830
"n",0.595347979,45,0,0.190906159,3100,5,0,0,0,0,47831
"n",0.148139115,46,1,0.282156168,11000,16,0,1,0,2,47832
"n",0.163995105,66,0,0.061089377,6645,5,0,0,0,1,47833
"n",0.221030494,47,0,0.267415518,10593,7,0,2,0,2,47834
"n",0.059964727,39,1,0.000714116,4200,2,0,0,0,3,47835
"n",0.0824665,55,0,0.173511767,6500,9,0,2,0,3,47836
"n",0.052943529,63,0,0.010319174,4166,2,0,0,0,0,47837
"n",0.171492741,62,1,0.232383215,2525,8,0,0,0,0,47838
"n",0.17044169,38,0,0.185469088,6000,23,0,0,0,1,47839
"n",0.279441118,22,0,0.003330558,1200,1,0,0,0,0,47840
"n",0.166193758,62,0,93,5400,3,0,0,0,0,47841
"n",0.015182671,61,0,0.175134031,3916,5,0,0,0,0,47842
"n",0.271727356,55,0,0.175754367,5666,12,0,1,0,1,47843
"n",0,42,0,0.255208333,2687,6,0,0,0,0,47844
"n",0.011458595,60,0,1303,5400,6,0,1,0,0,47845
"n",0.068328778,63,0,0.013630168,2200,3,0,0,0,0,47846
"n",0.014848496,83,0,881,5400,11,0,1,0,0,47847
"n",0.340324769,45,0,0.656068786,5000,13,0,1,0,2,47848
"n",0.733245394,39,0,0.402094989,8400,7,0,2,0,1,47849
"n",0.002470298,60,0,1.753948039,1962,14,0,2,0,0,47850
"n",0.211715012,81,0,0.73827792,1172,9,0,1,0,0,47851
"n",0.126376287,41,0,0.295079751,7397,12,0,1,0,4,47852
"n",0.538303661,52,0,0.229573763,8750,7,0,2,0,2,47853
"n",0.569330148,73,5,0.41223598,2745,8,0,1,1,0,47854
"n",0.184354063,55,0,0.339170971,7936,8,0,1,0,2,47855
"n",0.192538308,64,0,0.002594034,3083,2,0,0,0,0,47856
"n",0.854518185,55,0,0.348428036,10400,7,0,2,0,0,47857
"n",0,65,0,0.278288685,2500,5,0,1,0,0,47858
"n",1.481037924,44,2,0.019423022,3500,3,0,0,0,0,47859
"n",0.273490604,39,0,0.006408202,3120,3,0,0,0,1,47860
"y",0.9999999,62,0,797,5400,2,0,1,0,0,47861
"n",0.192846786,59,2,0.663244901,7500,12,0,2,0,0,47862
"n",0.537358912,41,0,0.248712511,3300,7,0,1,0,0,47863
"n",0.319296009,58,0,0.6148382,3800,6,0,1,0,0,47864
"n",0.114235501,29,0,747,5400,3,0,0,0,0,47865
"n",0,40,1,0,8375,4,0,0,0,0,47866
"n",0.052858266,53,1,3.307432432,887,11,0,3,0,0,47867
"n",0.477037354,31,2,0.106376161,3120,8,0,0,0,0,47868
"n",1.050949051,30,0,175,5400,3,1,0,0,0,47869
"y",0.636336759,35,2,0.555044496,10000,9,0,2,0,0,47870
"n",0.124479253,43,0,0.297271191,4140,4,0,1,0,4,47871
"n",0.924496044,48,0,0.567797774,7278,24,0,3,0,1,47872
"n",0.575424575,30,0,0.00339932,5000,1,0,0,0,1,47873
"n",0.61547957,27,1,0.103541773,5900,5,0,0,0,1,47874
"n",0.127091861,67,0,0.433624547,4692,8,0,1,0,1,47875
"n",0.613965891,38,0,0.968350916,1800,7,0,1,0,2,47876
"n",0,42,0,0.032715376,2750,2,0,0,0,0,47877
"n",0.9999999,22,0,0,820,1,0,0,0,0,47878
"n",0.119494687,58,0,0.53056256,11500,7,0,2,0,1,47879
"n",0.496866189,47,0,0.372514824,8600,18,0,1,0,3,47880
"n",0.389481768,50,2,0.219882246,4415,14,1,0,0,2,47881
"n",0.082723246,39,0,0.239319872,14114,24,0,2,0,4,47882
"n",0.269805999,36,0,0.701543739,4080,7,0,2,0,2,47883
"n",0,48,0,0.244262668,4400,17,0,1,0,0,47884
"n",0.431203183,47,0,0.421329742,8166,13,0,2,0,2,47885
"n",0,65,0,0.126641835,5100,7,0,1,0,0,47886
"n",0.079323017,58,0,4131,5400,4,0,2,0,0,47887
"n",0.045070972,81,0,27,5400,2,0,0,0,0,47888
"n",0.9999999,29,1,233,5400,1,0,0,0,0,47889
"n",0.834604304,32,1,0.205529473,1916,5,0,0,0,0,47890
"n",0.9999999,52,0,0.37569429,4500,4,0,1,0,1,47891
"n",0.003261338,60,1,0.589470177,3000,12,0,1,0,0,47892
"n",0.968712804,51,0,4083,5400,11,0,1,0,1,47893
"n",0.079743932,67,0,1326,5400,7,0,1,0,0,47894
"n",0.955044955,25,0,0.055888224,500,2,0,0,0,0,47895
"n",0.578824125,38,0,0.452099618,5500,9,0,2,0,0,47896
"n",0.9999999,29,0,0.194730664,7666,7,0,1,0,0,47897
"n",0.16535419,63,0,1313,5400,7,0,1,0,0,47898
"n",0.431234098,91,2,0.304861427,2200,7,0,0,0,0,47899
"n",0.148319391,72,0,0.203805279,5833,11,0,1,0,0,47900
"n",0.003295556,62,0,0.212052074,7450,15,0,2,0,0,47901
"n",0.014006834,25,0,0.005999333,9000,20,0,0,0,0,47902
"n",1.026904199,31,0,0.12374208,2682,4,0,0,1,0,47903
"n",0.383820998,59,0,0.612692893,4600,9,0,1,0,0,47904
"n",0.211870816,33,0,0.15992004,2000,8,0,0,0,0,47905
"n",0.9999999,44,1,0.256685829,4000,5,0,0,0,0,47906
"n",0.814860033,41,0,0.379924015,5000,4,0,1,0,0,47907
"y",0.332390063,31,0,1.084812623,3041,10,0,2,0,1,47908
"n",0.320792871,47,0,8501,5400,6,0,1,0,0,47909
"n",0.042608734,67,0,622,5400,4,0,1,0,0,47910
"n",0.07069227,47,0,0.281362837,10800,8,0,2,0,0,47911
"n",0.097728236,62,0,1964,5400,5,0,1,0,0,47912
"n",0.2658005,54,1,0.474353823,7466,10,0,1,0,1,47913
"n",0.577482686,45,0,0.05747011,9952,4,0,0,0,0,47914
"n",0.007062059,48,0,0.555035567,10683,14,0,3,0,0,47915
"n",0.150107239,50,0,0.230081044,9500,10,0,1,0,0,47916
"n",0.219013707,44,0,0.064683213,80700,7,0,3,0,1,47917
"n",0.900398406,33,1,0.314195417,3796,4,1,1,0,2,47918
"n",0.011927714,29,0,13,5400,4,0,0,0,0,47919
"n",0.061615171,79,0,0.01266546,10500,9,0,0,0,0,47920
"n",0.163341835,61,0,0.408520527,6454,17,0,1,0,0,47921
"n",0.025867738,60,0,0.754385965,2621,13,0,2,0,0,47922
"n",0.686953149,57,0,0.278324341,3150,7,0,0,0,2,47923
"n",0.002739538,59,0,3035,5400,6,0,3,0,0,47924
"n",0.895620876,44,0,355,5400,2,0,0,0,3,47925
"n",0.816340136,46,0,0.481139221,6600,9,0,1,0,2,47926
"n",0,64,0,2.576423576,1000,13,0,4,0,0,47927
"n",0.252778002,38,0,0.14909665,5700,12,0,0,0,2,47928
"n",0.88011988,30,2,0.080589939,3796,5,0,0,0,1,47929
"n",0.281608032,28,0,0.414517097,5000,10,0,1,0,1,47930
"n",0,64,0,0.481313262,23117,17,0,8,0,0,47931
"n",0.037639095,77,0,0.056217374,7470,7,0,0,0,0,47932
"n",0.032499097,49,0,0.045805161,10500,4,0,0,0,0,47933
"n",0.977252843,58,0,234,5400,1,0,0,0,0,47934
"n",0.123296083,63,0,1866,5400,7,0,1,0,0,47935
"n",0,64,0,0.185341687,6862,6,0,1,0,0,47936
"n",0,71,0,0,5400,3,0,0,0,0,47937
"n",0,66,0,0.332365747,6200,4,0,1,0,0,47938
"n",0.002758494,25,1,0.082078955,3520,6,0,0,0,0,47939
"y",0.81625356,37,0,0.814364273,6000,5,0,2,0,3,47940
"n",0.008447309,65,0,0.803446771,4583,13,0,2,0,0,47941
"n",0.083474576,48,0,0.132075472,2808,5,0,0,0,0,47942
"n",0,31,0,0,0,1,0,0,0,0,47943
"n",0.356064394,30,0,0.348988687,2916,9,0,1,0,0,47944
"n",0,52,0,1.748260595,1580,15,0,1,0,1,47945
"n",0.061862112,34,0,0.389098389,8750,7,0,1,0,1,47946
"n",1.736526946,43,0,364,5400,2,2,0,0,0,47947
"n",0.090370235,57,0,0.196189132,4250,18,0,1,0,1,47948
"n",0.072623934,54,0,0.096935933,3589,5,0,0,0,3,47949
"n",0.946807558,45,0,0.537345363,10750,7,0,2,0,2,47950
"n",0.017168967,34,0,0.378599222,2569,8,0,1,0,2,47951
"n",0.994622549,58,0,0.508500773,3234,4,0,0,0,0,47952
"n",0,29,0,0.633373934,820,4,0,0,0,0,47953
"n",0.274972503,67,0,1266,5400,7,0,1,0,1,47954
"n",0,83,0,0,5400,4,0,0,0,0,47955
"n",0.010038283,42,0,0.323417988,7126,12,0,2,0,0,47956
"n",0.9999999,61,0,0,5400,0,0,0,0,1,47957
"n",0.288770053,26,0,0.551697679,5212,23,0,1,1,0,47958
"n",0.171047149,47,0,0.036113398,8500,3,0,0,0,2,47959
"n",0.110379673,43,0,0.380702102,10083,13,0,2,0,1,47960
"n",0.195402071,75,2,0.774034764,6500,16,0,4,0,0,47961
"y",0.012138027,42,0,1061,5400,4,0,1,0,2,47962
"n",0.062102199,62,0,0.254765225,2150,10,0,0,0,0,47963
"n",0.071457569,56,1,5873,5400,24,0,1,0,0,47964
"n",0.332711121,68,0,0.831230726,7133,14,0,2,0,1,47965
"n",0.085487989,75,0,0.042618742,3894,5,0,0,0,0,47966
"n",0.687934482,36,0,0.178803172,4160,3,0,0,0,0,47967
"n",0.06849429,59,0,1.223994895,1566,16,0,1,0,0,47968
"n",0.06372602,62,0,0.280863915,10926,13,0,1,0,0,47969
"n",0.031674672,77,0,0.020849128,2637,6,0,0,0,0,47970
"n",0.142857143,29,0,64,0,1,0,0,0,0,47971
"n",0.9999999,37,0,0,2624,0,0,0,0,1,47972
"n",0.015088554,52,0,0.002026959,9866,4,0,0,0,0,47973
"n",0.482797881,52,0,0.104248483,2800,4,0,0,0,1,47974
"n",0.434025487,38,0,0.622918854,6666,8,0,1,0,1,47975
"n",0.984869101,36,1,0.559927751,7750,9,0,2,0,1,47976
"n",0.14481993,41,0,0.135552064,7000,8,0,0,0,4,47977
"n",0.071979434,25,0,467,5400,4,0,0,0,1,47978
"n",0.080395775,52,0,5089,5400,18,0,2,0,0,47979
"n",0.008395658,66,0,0.004994163,15417,4,0,0,0,0,47980
"n",0.017615839,86,0,0.009553433,4500,10,0,0,0,0,47981
"n",0.843016045,60,0,0.860075995,15000,28,0,2,0,1,47982
"n",0.473539286,42,2,0.727153189,6083,14,0,2,0,2,47983
"y",0.830028329,43,1,0.603215056,5100,5,0,1,0,1,47984
"n",0.411750403,64,0,0.467790488,1660,9,0,0,0,0,47985
"n",0.589083225,46,0,0.233153369,5000,12,0,0,0,1,47986
"n",0.536846224,45,0,1.325558147,3000,4,0,1,0,2,47987
"n",0,72,0,0.302855772,8333,13,0,1,0,0,47988
"n",0.055612084,70,0,0.003048583,15416,6,0,0,0,0,47989
"n",0.025423929,35,0,0.395549456,10200,7,0,1,0,2,47990
"n",0.047430123,72,0,340,5400,18,0,0,0,0,47991
"n",0.822597647,39,0,4175,5400,18,0,0,0,1,47992
"n",0.05455744,69,0,0.202587474,3400,17,0,0,0,1,47993
"n",0.016789032,21,0,1685,5400,5,0,1,0,0,47994
"n",0.9999999,33,0,0.110857515,6133,6,0,0,0,0,47995
"n",0.097618958,62,0,0.724606772,3750,8,0,1,0,0,47996
"n",0.217453582,63,0,0.17983069,24333,7,0,2,0,0,47997
"n",0,57,0,2150,5400,9,0,1,0,0,47998
"n",0.074185163,64,0,0.250437391,4000,4,0,1,0,1,47999
"n",0.367594627,53,0,0.219962802,8064,15,0,1,0,0,48000
"n",0.079130809,58,0,1285,5400,16,0,1,0,0,48001
"n",0,59,0,0.330040072,14473,6,0,1,0,1,48002
"n",0.019136346,49,0,1901,5400,9,0,1,0,2,48003
"n",0.059558778,72,0,0.010380623,2600,3,0,0,0,0,48004
"n",0,63,0,0.004142265,7000,2,0,0,0,0,48005
"n",0.078385407,70,0,0.254274168,3216,7,0,1,0,0,48006
"n",0.634710331,50,0,4025,5400,7,0,3,0,0,48007
"n",0.577147324,66,0,0.355357531,4600,7,1,1,0,1,48008
"n",0,49,0,0,5400,3,0,0,0,0,48009
"n",0.026672242,33,0,1741,5400,7,0,1,0,0,48010
"n",0.237110923,61,0,0.119703776,8236,15,0,0,0,1,48011
"n",0.35125907,39,0,0.352138308,2197,7,0,0,0,0,48012
"n",0.045381018,57,0,730,5400,5,0,1,0,0,48013
"n",0.887407506,40,0,0.554257447,9500,10,0,3,1,1,48014
"n",0.006352792,54,0,0.538395612,5833,12,0,1,0,3,48015
"n",0.054169309,47,0,0.314929137,11500,12,0,2,0,3,48016
